apparent_temperature,temperature_2m,relativehumidity_2m,windspeed_10m,precipitation_probability,direct_radiation,head,shirt,jacket,pants,shoes,umbrella,sandalUser,shortUser,capUser,userPlace,userTemp
6.7,8.9,63,3.7,0,0.0,cap,hoodie,empty,pants,sneakers,False,False,False,True,5,3
6.7,8.9,63,3.7,0,0.0,beanie,hoodie,winter,pants,boots,False,False,True,False,-5,-3
6.7,8.9,63,3.7,0,0.0,empty,hoodie,light,pants,sneakers,False,False,False,False,5,-3
6.7,8.9,63,3.7,0,0.0,beanie,hoodie,winter,pants,boots,False,False,False,False,-5,-3
5.2,8.1,67,8.2,0,0.0,cap,hoodie,light,pants,sneakers,False,True,True,True,5,3
5.2,8.1,67,8.2,0,0.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,-5,3
5.2,8.1,67,8.2,0,0.0,cap,hoodie,light,pants,sneakers,False,False,False,True,5,3
5.2,8.1,67,8.2,0,0.0,beanie,hoodie,winter,pants,boots,False,False,True,False,-5,-3
5.2,8.1,67,8.2,0,0.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,5,-3
5.2,8.1,67,8.2,0,0.0,beanie,hoodie,winter,pants,boots,False,False,False,False,-5,-3
4.2,7.2,69,8.6,0,0.0,cap,hoodie,light,pants,sneakers,False,True,True,True,5,3
4.2,7.2,69,8.6,0,0.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,-5,3
4.2,7.2,69,8.6,0,0.0,cap,hoodie,light,pants,sneakers,False,False,False,True,5,3
4.2,7.2,69,8.6,0,0.0,beanie,hoodie,winter,pants,boots,False,False,True,False,-5,-3
4.2,7.2,69,8.6,0,0.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,5,-3
4.2,7.2,69,8.6,0,0.0,beanie,hoodie,winter,pants,boots,False,False,False,False,-5,-3
4.2,7.1,69,7.6,0,0.0,cap,hoodie,light,pants,sneakers,False,True,True,True,5,3
4.2,7.1,69,7.6,0,0.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,-5,3
4.2,7.1,69,7.6,0,0.0,cap,hoodie,light,pants,sneakers,False,False,False,True,5,3
4.2,7.1,69,7.6,0,0.0,beanie,hoodie,winter,pants,boots,False,False,True,False,-5,-3
4.2,7.1,69,7.6,0,0.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,5,-3
4.2,7.1,69,7.6,0,0.0,beanie,hoodie,winter,pants,boots,False,False,False,False,-5,-3
10.5,12.7,56,5.9,0,0.0,cap,long-sleeve,empty,pants,sneakers,False,True,True,True,5,3
10.5,12.7,56,5.9,0,0.0,empty,hoodie,light,pants,sneakers,False,False,False,False,-5,3
10.5,12.7,56,5.9,0,0.0,cap,long-sleeve,empty,pants,sneakers,False,False,False,True,5,3
10.5,12.7,56,5.9,0,0.0,empty,hoodie,winter,pants,sneakers,False,False,True,False,-5,-3
10.5,12.7,56,5.9,0,0.0,empty,hoodie,light,pants,sneakers,False,False,False,False,5,-3
10.5,12.7,56,5.9,0,0.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,-5,-3
9.1,11.8,56,8.0,0,0.0,cap,hoodie,empty,pants,sneakers,False,True,True,True,5,3
9.1,11.8,56,8.0,0,0.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,-5,3
9.1,11.8,56,8.0,0,0.0,cap,hoodie,empty,pants,sneakers,False,False,False,True,5,3
9.1,11.8,56,8.0,0,0.0,empty,hoodie,winter,pants,sneakers,False,False,True,False,-5,-3
9.1,11.8,56,8.0,0,0.0,empty,hoodie,light,pants,sneakers,False,False,False,False,5,-3
9.1,11.8,56,8.0,0,0.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,-5,-3
8.3,10.8,67,8.9,0,0.0,cap,hoodie,empty,pants,sneakers,False,True,True,True,5,3
8.3,10.8,67,8.9,0,0.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,-5,3
8.3,10.8,67,8.9,0,0.0,cap,hoodie,empty,pants,sneakers,False,False,False,True,5,3
8.3,10.8,67,8.9,0,0.0,empty,hoodie,winter,pants,sneakers,False,False,True,False,-5,-3
8.3,10.8,67,8.9,0,0.0,empty,hoodie,light,pants,sneakers,False,False,False,False,5,-3
8.3,10.8,67,8.9,0,0.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,-5,-3
8.2,10.8,68,10.0,0,0.0,cap,hoodie,empty,pants,sneakers,False,True,True,True,5,3
8.2,10.8,68,10.0,0,0.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,-5,3
8.2,10.8,68,10.0,0,0.0,cap,hoodie,empty,pants,sneakers,False,False,False,True,5,3
8.2,10.8,68,10.0,0,0.0,empty,hoodie,winter,pants,sneakers,False,False,True,False,-5,-3
8.2,10.8,68,10.0,0,0.0,empty,hoodie,light,pants,sneakers,False,False,False,False,5,-3
8.2,10.8,68,10.0,0,0.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,-5,-3
7.3,9.9,70,9.4,0,0.0,cap,hoodie,empty,pants,sneakers,False,True,True,True,5,3
7.3,9.9,70,9.4,0,0.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,-5,3
7.3,9.9,70,9.4,0,0.0,cap,hoodie,empty,pants,sneakers,False,False,False,True,5,3
7.3,9.9,70,9.4,0,0.0,beanie,hoodie,winter,pants,boots,False,False,True,False,-5,-3
7.3,9.9,70,9.4,0,0.0,empty,hoodie,light,pants,sneakers,False,False,False,False,5,-3
7.3,9.9,70,9.4,0,0.0,beanie,hoodie,winter,pants,boots,False,False,False,False,-5,-3
7.1,9.8,70,9.8,0,15.0,cap,hoodie,empty,pants,sneakers,False,True,True,True,5,3
7.1,9.8,70,9.8,0,15.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,-5,3
7.1,9.8,70,9.8,0,15.0,cap,hoodie,empty,pants,sneakers,False,False,False,True,5,3
7.1,9.8,70,9.8,0,15.0,beanie,hoodie,winter,pants,boots,False,False,True,False,-5,-3
7.1,9.8,70,9.8,0,15.0,empty,hoodie,light,pants,sneakers,False,False,False,False,5,-3
7.1,9.8,70,9.8,0,15.0,beanie,hoodie,winter,pants,boots,False,False,False,False,-5,-3
8.1,10.9,69,11.8,0,120.0,cap,hoodie,empty,pants,sneakers,False,True,True,True,5,3
8.1,10.9,69,11.8,0,120.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,-5,3
8.1,10.9,69,11.8,0,120.0,cap,hoodie,empty,pants,sneakers,False,False,False,True,5,3
8.1,10.9,69,11.8,0,120.0,empty,hoodie,winter,pants,sneakers,False,False,True,False,-5,-3
8.1,10.9,69,11.8,0,120.0,empty,hoodie,light,pants,sneakers,False,False,False,False,5,-3
8.1,10.9,69,11.8,0,120.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,-5,-3
9.6,12.2,68,11.8,1,189.0,cap,hoodie,empty,pants,sneakers,False,True,True,True,5,3
9.6,12.2,68,11.8,1,189.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,-5,3
9.6,12.2,68,11.8,1,189.0,cap,hoodie,empty,pants,sneakers,False,False,False,True,5,3
9.6,12.2,68,11.8,1,189.0,empty,hoodie,winter,pants,sneakers,False,False,True,False,-5,-3
9.6,12.2,68,11.8,1,189.0,empty,hoodie,light,pants,sneakers,False,False,False,False,5,-3
9.6,12.2,68,11.8,1,189.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,-5,-3
9.5,12.6,70,17.1,2,88.0,cap,hoodie,empty,pants,sneakers,False,True,True,True,5,3
9.5,12.6,70,17.1,2,88.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,-5,3
9.5,12.6,70,17.1,2,88.0,cap,hoodie,empty,pants,sneakers,False,False,False,True,5,3
9.5,12.6,70,17.1,2,88.0,empty,hoodie,winter,pants,sneakers,False,False,True,False,-5,-3
9.5,12.6,70,17.1,2,88.0,empty,hoodie,light,pants,sneakers,False,False,False,False,5,-3
9.5,12.6,70,17.1,2,88.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,-5,-3
10.1,13.4,64,16.8,3,21.0,cap,long-sleeve,empty,pants,sneakers,False,True,True,True,5,3
10.1,13.4,64,16.8,3,21.0,empty,hoodie,light,pants,sneakers,False,False,False,False,-5,3
10.1,13.4,64,16.8,3,21.0,cap,long-sleeve,empty,pants,sneakers,False,False,False,True,5,3
10.1,13.4,64,16.8,3,21.0,empty,hoodie,winter,pants,sneakers,False,False,True,False,-5,-3
10.1,13.4,64,16.8,3,21.0,empty,hoodie,light,pants,sneakers,False,False,False,False,5,-3
10.1,13.4,64,16.8,3,21.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,-5,-3
8.9,12.3,68,17.0,6,13.0,cap,hoodie,empty,pants,sneakers,False,True,True,True,5,3
8.9,12.3,68,17.0,6,13.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,-5,3
8.9,12.3,68,17.0,6,13.0,cap,hoodie,empty,pants,sneakers,False,False,False,True,5,3
8.9,12.3,68,17.0,6,13.0,empty,hoodie,winter,pants,sneakers,False,False,True,False,-5,-3
8.9,12.3,68,17.0,6,13.0,empty,hoodie,light,pants,sneakers,False,False,False,False,5,-3
8.9,12.3,68,17.0,6,13.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,-5,-3
9.8,12.8,63,13.7,10,64.0,cap,hoodie,empty,pants,sneakers,False,True,True,True,5,3
9.8,12.8,63,13.7,10,64.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,-5,3
9.8,12.8,63,13.7,10,64.0,cap,hoodie,empty,pants,sneakers,False,False,False,True,5,3
9.8,12.8,63,13.7,10,64.0,empty,hoodie,winter,pants,sneakers,False,False,True,False,-5,-3
9.8,12.8,63,13.7,10,64.0,empty,hoodie,light,pants,sneakers,False,False,False,False,5,-3
9.8,12.8,63,13.7,10,64.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,-5,-3
8.5,11.9,66,16.3,13,122.0,cap,hoodie,empty,pants,sneakers,False,True,True,True,5,3
8.5,11.9,66,16.3,13,122.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,-5,3
8.5,11.9,66,16.3,13,122.0,cap,hoodie,empty,pants,sneakers,False,False,False,True,5,3
8.5,11.9,66,16.3,13,122.0,empty,hoodie,winter,pants,sneakers,False,False,True,False,-5,-3
8.5,11.9,66,16.3,13,122.0,empty,hoodie,light,pants,sneakers,False,False,False,False,5,-3
8.5,11.9,66,16.3,13,122.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,-5,-3
8.7,12.4,59,16.3,9,197.0,cap,hoodie,empty,pants,sneakers,False,True,True,True,5,3
8.7,12.4,59,16.3,9,197.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,-5,3
8.7,12.4,59,16.3,9,197.0,cap,hoodie,empty,pants,sneakers,False,False,False,True,5,3
8.7,12.4,59,16.3,9,197.0,empty,hoodie,winter,pants,sneakers,False,False,True,False,-5,-3
8.7,12.4,59,16.3,9,197.0,empty,hoodie,light,pants,sneakers,False,False,False,False,5,-3
8.7,12.4,59,16.3,9,197.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,-5,-3
8.0,11.8,56,16.1,4,251.0,cap,hoodie,empty,pants,sneakers,False,True,True,True,5,3
8.0,11.8,56,16.1,4,251.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,-5,3
8.0,11.8,56,16.1,4,251.0,cap,hoodie,empty,pants,sneakers,False,False,False,True,5,3
8.0,11.8,56,16.1,4,251.0,empty,hoodie,winter,pants,sneakers,False,False,True,False,-5,-3
8.0,11.8,56,16.1,4,251.0,empty,hoodie,light,pants,sneakers,False,False,False,False,5,-3
8.0,11.8,56,16.1,4,251.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,-5,-3
7.3,11.3,54,15.4,0,197.0,cap,hoodie,empty,pants,sneakers,False,True,True,True,5,3
7.3,11.3,54,15.4,0,197.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,-5,3
7.3,11.3,54,15.4,0,197.0,cap,hoodie,empty,pants,sneakers,False,False,False,True,5,3
7.3,11.3,54,15.4,0,197.0,beanie,hoodie,winter,pants,boots,False,False,True,False,-5,-3
7.3,11.3,54,15.4,0,197.0,empty,hoodie,light,pants,sneakers,False,False,False,False,5,-3
7.3,11.3,54,15.4,0,197.0,beanie,hoodie,winter,pants,boots,False,False,False,False,-5,-3
7.3,11.0,54,13.8,0,138.0,cap,hoodie,empty,pants,sneakers,False,True,True,True,5,3
7.3,11.0,54,13.8,0,138.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,-5,3
7.3,11.0,54,13.8,0,138.0,cap,hoodie,empty,pants,sneakers,False,False,False,True,5,3
7.3,11.0,54,13.8,0,138.0,beanie,hoodie,winter,pants,boots,False,False,True,False,-5,-3
7.3,11.0,54,13.8,0,138.0,empty,hoodie,light,pants,sneakers,False,False,False,False,5,-3
7.3,11.0,54,13.8,0,138.0,beanie,hoodie,winter,pants,boots,False,False,False,False,-5,-3
7.3,10.7,52,10.2,0,54.0,cap,hoodie,empty,pants,sneakers,False,True,True,True,5,3
7.3,10.7,52,10.2,0,54.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,-5,3
7.3,10.7,52,10.2,0,54.0,cap,hoodie,empty,pants,sneakers,False,False,False,True,5,3
7.3,10.7,52,10.2,0,54.0,beanie,hoodie,winter,pants,boots,False,False,True,False,-5,-3
7.3,10.7,52,10.2,0,54.0,empty,hoodie,light,pants,sneakers,False,False,False,False,5,-3
7.3,10.7,52,10.2,0,54.0,beanie,hoodie,winter,pants,boots,False,False,False,False,-5,-3
7.4,10.6,49,7.5,0,15.0,cap,hoodie,empty,pants,sneakers,False,True,True,True,5,3
7.4,10.6,49,7.5,0,15.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,-5,3
7.4,10.6,49,7.5,0,15.0,cap,hoodie,empty,pants,sneakers,False,False,False,True,5,3
7.4,10.6,49,7.5,0,15.0,beanie,hoodie,winter,pants,boots,False,False,True,False,-5,-3
7.4,10.6,49,7.5,0,15.0,empty,hoodie,light,pants,sneakers,False,False,False,False,5,-3
7.4,10.6,49,7.5,0,15.0,beanie,hoodie,winter,pants,boots,False,False,False,False,-5,-3
7.3,9.6,58,3.4,0,1.0,cap,hoodie,empty,pants,sneakers,False,True,True,True,5,3
7.3,9.6,58,3.4,0,1.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,-5,3
7.3,9.6,58,3.4,0,1.0,cap,hoodie,empty,pants,sneakers,False,False,False,True,5,3
7.3,9.6,58,3.4,0,1.0,beanie,hoodie,winter,pants,boots,False,False,True,False,-5,-3
7.3,9.6,58,3.4,0,1.0,empty,hoodie,light,pants,sneakers,False,False,False,False,5,-3
7.3,9.6,58,3.4,0,1.0,beanie,hoodie,winter,pants,boots,False,False,False,False,-5,-3
6.7,8.9,63,3.7,0,0.0,cap,hoodie,empty,pants,sneakers,False,True,True,True,5,3
6.7,8.9,63,3.7,0,0.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,-5,3
6.7,8.9,63,3.7,0,0.0,cap,hoodie,empty,pants,sneakers,False,False,False,True,5,3
6.7,8.9,63,3.7,0,0.0,beanie,hoodie,winter,pants,boots,False,False,True,False,-5,-3
6.7,8.9,63,3.7,0,0.0,empty,hoodie,light,pants,sneakers,False,False,False,False,5,-3
6.7,8.9,63,3.7,0,0.0,beanie,hoodie,winter,pants,boots,False,False,False,False,-5,-3
5.2,8.1,67,8.2,0,0.0,cap,hoodie,light,pants,sneakers,False,True,True,True,5,3
5.2,8.1,67,8.2,0,0.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,-5,3
5.2,8.1,67,8.2,0,0.0,cap,hoodie,light,pants,sneakers,False,False,False,True,5,3
5.2,8.1,67,8.2,0,0.0,beanie,hoodie,winter,pants,boots,False,False,True,False,-5,-3
5.2,8.1,67,8.2,0,0.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,5,-3
5.2,8.1,67,8.2,0,0.0,beanie,hoodie,winter,pants,boots,False,False,False,False,-5,-3
4.2,7.2,69,8.6,0,0.0,cap,hoodie,light,pants,sneakers,False,True,True,True,5,3
4.2,7.2,69,8.6,0,0.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,-5,3
4.2,7.2,69,8.6,0,0.0,cap,hoodie,light,pants,sneakers,False,False,False,True,5,3
4.2,7.2,69,8.6,0,0.0,beanie,hoodie,winter,pants,boots,False,False,True,False,-5,-3
4.2,7.2,69,8.6,0,0.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,5,-3
4.2,7.2,69,8.6,0,0.0,beanie,hoodie,winter,pants,boots,False,False,False,False,-5,-3
4.2,7.1,69,7.6,0,0.0,cap,hoodie,light,pants,sneakers,False,True,True,True,5,3
4.2,7.1,69,7.6,0,0.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,-5,3
4.2,7.1,69,7.6,0,0.0,cap,hoodie,light,pants,sneakers,False,False,False,True,5,3
4.2,7.1,69,7.6,0,0.0,beanie,hoodie,winter,pants,boots,False,False,True,False,-5,-3
4.2,7.1,69,7.6,0,0.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,5,-3
4.2,7.1,69,7.6,0,0.0,beanie,hoodie,winter,pants,boots,False,False,False,False,-5,-3
10.5,12.7,56,5.9,0,0.0,cap,long-sleeve,empty,pants,sneakers,False,True,True,True,5,3
10.5,12.7,56,5.9,0,0.0,empty,hoodie,light,pants,sneakers,False,False,False,False,-5,3
10.5,12.7,56,5.9,0,0.0,cap,long-sleeve,empty,pants,sneakers,False,False,False,True,5,3
10.5,12.7,56,5.9,0,0.0,empty,hoodie,winter,pants,sneakers,False,False,True,False,-5,-3
10.5,12.7,56,5.9,0,0.0,empty,hoodie,light,pants,sneakers,False,False,False,False,5,-3
10.5,12.7,56,5.9,0,0.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,-5,-3
9.1,11.8,56,8.0,0,0.0,cap,hoodie,empty,pants,sneakers,False,True,True,True,5,3
9.1,11.8,56,8.0,0,0.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,-5,3
9.1,11.8,56,8.0,0,0.0,cap,hoodie,empty,pants,sneakers,False,False,False,True,5,3
9.1,11.8,56,8.0,0,0.0,empty,hoodie,winter,pants,sneakers,False,False,True,False,-5,-3
9.1,11.8,56,8.0,0,0.0,empty,hoodie,light,pants,sneakers,False,False,False,False,5,-3
9.1,11.8,56,8.0,0,0.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,-5,-3
8.3,10.8,67,8.9,0,0.0,cap,hoodie,empty,pants,sneakers,False,True,True,True,5,3
8.3,10.8,67,8.9,0,0.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,-5,3
8.3,10.8,67,8.9,0,0.0,cap,hoodie,empty,pants,sneakers,False,False,False,True,5,3
8.3,10.8,67,8.9,0,0.0,empty,hoodie,winter,pants,sneakers,False,False,True,False,-5,-3
8.3,10.8,67,8.9,0,0.0,empty,hoodie,light,pants,sneakers,False,False,False,False,5,-3
8.3,10.8,67,8.9,0,0.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,-5,-3
8.2,10.8,68,10.0,0,0.0,cap,hoodie,empty,pants,sneakers,False,True,True,True,5,3
8.2,10.8,68,10.0,0,0.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,-5,3
8.2,10.8,68,10.0,0,0.0,cap,hoodie,empty,pants,sneakers,False,False,False,True,5,3
8.2,10.8,68,10.0,0,0.0,empty,hoodie,winter,pants,sneakers,False,False,True,False,-5,-3
8.2,10.8,68,10.0,0,0.0,empty,hoodie,light,pants,sneakers,False,False,False,False,5,-3
8.2,10.8,68,10.0,0,0.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,-5,-3
7.3,9.9,70,9.4,0,0.0,cap,hoodie,empty,pants,sneakers,False,True,True,True,5,3
7.3,9.9,70,9.4,0,0.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,-5,3
7.3,9.9,70,9.4,0,0.0,cap,hoodie,empty,pants,sneakers,False,False,False,True,5,3
7.3,9.9,70,9.4,0,0.0,beanie,hoodie,winter,pants,boots,False,False,True,False,-5,-3
7.3,9.9,70,9.4,0,0.0,empty,hoodie,light,pants,sneakers,False,False,False,False,5,-3
7.3,9.9,70,9.4,0,0.0,beanie,hoodie,winter,pants,boots,False,False,False,False,-5,-3
7.1,9.8,70,9.8,0,15.0,cap,hoodie,empty,pants,sneakers,False,True,True,True,5,3
7.1,9.8,70,9.8,0,15.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,-5,3
7.1,9.8,70,9.8,0,15.0,cap,hoodie,empty,pants,sneakers,False,False,False,True,5,3
7.1,9.8,70,9.8,0,15.0,beanie,hoodie,winter,pants,boots,False,False,True,False,-5,-3
7.1,9.8,70,9.8,0,15.0,empty,hoodie,light,pants,sneakers,False,False,False,False,5,-3
7.1,9.8,70,9.8,0,15.0,beanie,hoodie,winter,pants,boots,False,False,False,False,-5,-3
8.1,10.9,69,11.8,0,120.0,cap,hoodie,empty,pants,sneakers,False,True,True,True,5,3
8.1,10.9,69,11.8,0,120.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,-5,3
8.1,10.9,69,11.8,0,120.0,cap,hoodie,empty,pants,sneakers,False,False,False,True,5,3
8.1,10.9,69,11.8,0,120.0,empty,hoodie,winter,pants,sneakers,False,False,True,False,-5,-3
8.1,10.9,69,11.8,0,120.0,empty,hoodie,light,pants,sneakers,False,False,False,False,5,-3
8.1,10.9,69,11.8,0,120.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,-5,-3
9.6,12.2,68,11.8,1,189.0,cap,hoodie,empty,pants,sneakers,False,True,True,True,5,3
9.6,12.2,68,11.8,1,189.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,-5,3
9.6,12.2,68,11.8,1,189.0,cap,hoodie,empty,pants,sneakers,False,False,False,True,5,3
9.6,12.2,68,11.8,1,189.0,empty,hoodie,winter,pants,sneakers,False,False,True,False,-5,-3
9.6,12.2,68,11.8,1,189.0,empty,hoodie,light,pants,sneakers,False,False,False,False,5,-3
9.6,12.2,68,11.8,1,189.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,-5,-3
9.5,12.6,70,17.1,2,88.0,cap,hoodie,empty,pants,sneakers,False,True,True,True,5,3
9.5,12.6,70,17.1,2,88.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,-5,3
9.5,12.6,70,17.1,2,88.0,cap,hoodie,empty,pants,sneakers,False,False,False,True,5,3
9.5,12.6,70,17.1,2,88.0,empty,hoodie,winter,pants,sneakers,False,False,True,False,-5,-3
9.5,12.6,70,17.1,2,88.0,empty,hoodie,light,pants,sneakers,False,False,False,False,5,-3
9.5,12.6,70,17.1,2,88.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,-5,-3
10.1,13.4,64,16.8,3,21.0,cap,long-sleeve,empty,pants,sneakers,False,True,True,True,5,3
10.1,13.4,64,16.8,3,21.0,empty,hoodie,light,pants,sneakers,False,False,False,False,-5,3
10.1,13.4,64,16.8,3,21.0,cap,long-sleeve,empty,pants,sneakers,False,False,False,True,5,3
10.1,13.4,64,16.8,3,21.0,empty,hoodie,winter,pants,sneakers,False,False,True,False,-5,-3
10.1,13.4,64,16.8,3,21.0,empty,hoodie,light,pants,sneakers,False,False,False,False,5,-3
10.1,13.4,64,16.8,3,21.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,-5,-3
8.9,12.3,68,17.0,6,13.0,cap,hoodie,empty,pants,sneakers,False,True,True,True,5,3
8.9,12.3,68,17.0,6,13.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,-5,3
8.9,12.3,68,17.0,6,13.0,cap,hoodie,empty,pants,sneakers,False,False,False,True,5,3
8.9,12.3,68,17.0,6,13.0,empty,hoodie,winter,pants,sneakers,False,False,True,False,-5,-3
8.9,12.3,68,17.0,6,13.0,empty,hoodie,light,pants,sneakers,False,False,False,False,5,-3
8.9,12.3,68,17.0,6,13.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,-5,-3
9.8,12.8,63,13.7,10,64.0,cap,hoodie,empty,pants,sneakers,False,True,True,True,5,3
9.8,12.8,63,13.7,10,64.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,-5,3
9.8,12.8,63,13.7,10,64.0,cap,hoodie,empty,pants,sneakers,False,False,False,True,5,3
9.8,12.8,63,13.7,10,64.0,empty,hoodie,winter,pants,sneakers,False,False,True,False,-5,-3
9.8,12.8,63,13.7,10,64.0,empty,hoodie,light,pants,sneakers,False,False,False,False,5,-3
9.8,12.8,63,13.7,10,64.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,-5,-3
8.5,11.9,66,16.3,13,122.0,cap,hoodie,empty,pants,sneakers,False,True,True,True,5,3
8.5,11.9,66,16.3,13,122.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,-5,3
8.5,11.9,66,16.3,13,122.0,cap,hoodie,empty,pants,sneakers,False,False,False,True,5,3
8.5,11.9,66,16.3,13,122.0,empty,hoodie,winter,pants,sneakers,False,False,True,False,-5,-3
8.5,11.9,66,16.3,13,122.0,empty,hoodie,light,pants,sneakers,False,False,False,False,5,-3
8.5,11.9,66,16.3,13,122.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,-5,-3
8.7,12.4,59,16.3,9,197.0,cap,hoodie,empty,pants,sneakers,False,True,True,True,5,3
8.7,12.4,59,16.3,9,197.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,-5,3
8.7,12.4,59,16.3,9,197.0,cap,hoodie,empty,pants,sneakers,False,False,False,True,5,3
8.7,12.4,59,16.3,9,197.0,empty,hoodie,winter,pants,sneakers,False,False,True,False,-5,-3
8.7,12.4,59,16.3,9,197.0,empty,hoodie,light,pants,sneakers,False,False,False,False,5,-3
8.7,12.4,59,16.3,9,197.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,-5,-3
8.0,11.8,56,16.1,4,251.0,cap,hoodie,empty,pants,sneakers,False,True,True,True,5,3
8.0,11.8,56,16.1,4,251.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,-5,3
8.0,11.8,56,16.1,4,251.0,cap,hoodie,empty,pants,sneakers,False,False,False,True,5,3
8.0,11.8,56,16.1,4,251.0,empty,hoodie,winter,pants,sneakers,False,False,True,False,-5,-3
8.0,11.8,56,16.1,4,251.0,empty,hoodie,light,pants,sneakers,False,False,False,False,5,-3
8.0,11.8,56,16.1,4,251.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,-5,-3
7.3,11.3,54,15.4,0,197.0,cap,hoodie,empty,pants,sneakers,False,True,True,True,5,3
7.3,11.3,54,15.4,0,197.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,-5,3
7.3,11.3,54,15.4,0,197.0,cap,hoodie,empty,pants,sneakers,False,False,False,True,5,3
7.3,11.3,54,15.4,0,197.0,beanie,hoodie,winter,pants,boots,False,False,True,False,-5,-3
7.3,11.3,54,15.4,0,197.0,empty,hoodie,light,pants,sneakers,False,False,False,False,5,-3
7.3,11.3,54,15.4,0,197.0,beanie,hoodie,winter,pants,boots,False,False,False,False,-5,-3
7.3,11.0,54,13.8,0,138.0,cap,hoodie,empty,pants,sneakers,False,True,True,True,5,3
7.3,11.0,54,13.8,0,138.0,empty,hoodie,winter,pants,sneakers,False,False,False,False,-5,3
7.3,11.0,54,13.8,0,138.0,cap,hoodie,empty,pants,sneakers,False,False,False,True,5,3
7.3,11.0,54,13.8,0,138.0,beanie,hoodie,winter,pants,boots,False,False,True,False,-5,-3
7.3,11.0,54,13.8,0,138.0,empty,hoodie,light,pants,sneakers,False,False,False,False,5,-3
7.3,11.0,54,13.8,0,138.0,beanie,hoodie,winter,pants,boots,False,False,False,False,-5,-3
